job_title,category,salary
Mortgage Processing Manager,Banking,125700
Mortgage Processor,Banking,52820
Mortgage Quality Assurance Auditor,Banking,109340
Mortgage Quality Assurance Manager,Banking,125100
Mortgage Servicing Clerk,Banking,41980
Mortgage Servicing Manager,Banking,125100
Mortgage Underwriter,Banking,48940
Online Banking Manager,Banking,197600
Payment Processing Clerk,Banking,40240
Personal Banker,Banking,78400
Personal Banking Advisor ,Banking,80520
Phone Banker,Banking,52880
Private Banker,Banking,84880
Reconciliation and Investigation Specialist,Banking,94940
Tax Officer,Banking,65920
Teller,Banking,38780
Trade Officer,Banking,45720
Trade Product Manager,Banking,130400
Trader,Banking,52820
Treasury Operations Officer,Banking,103820
Bilingual Paraprofessional,Bilingual,113280
Interpreter,Bilingual,93780
Language Specialist,Bilingual,128500
Linguist,Bilingual,129000
Multilingual Host,Bilingual,99560
Teacher,Bilingual,80500
Translator,Bilingual,92680
Assistant Business Development Manager,Business Planning,139100
Assistant Merchandise Planner,Business Planning,83760
Business Advisor,Business Planning,134600
Business Analyst,Business Planning,129000
Business Consultant,Business Planning,119900
Business Continuity Associate,Business Planning,77380
Business Developer,Business Planning,82200
Business Development Analyst,Business Planning,96980
Business Development Associate,Business Planning,66020
Business Development Coordinator,Business Planning,72740
Business Development Director,Business Planning,180500
Business Development Engineer,Business Planning,97760
Business Development Executive,Business Planning,136200
Business Development Manager,Business Planning,169000
Business Development Specialist,Business Planning,127700
Business Manager,Business Planning,151800
Business Operations Specialist,Business Planning,118060
Business Process Writer,Business Planning,70600
Business Systems Analyst,Business Planning,125700
Capacity Planner,Business Planning,89120
Capacity Planning Supervisor,Business Planning,115740
Change Communications Analyst,Business Planning,118520
Change Control Analyst,Business Planning,116740
Change Impact Analyst,Business Planning,129000
Contracts Executive,Business Planning,129000
Corporate Strategy Analyst,Business Planning,136200
Cost Control Engineer,Business Planning,85460
Cost Controller,Business Planning,90620
Cost Estimator,Business Planning,80800
Data Executive,Business Planning,69060
Data Manager,Business Planning,97640
Data Processing Manager,Business Planning,115940
Development Researcher,Business Planning,95860
Director of Business Development,Business Planning,189300
Director of Production Planning,Business Planning,161300
Due Diligence Analyst,Business Planning,136200
Estimating Manager,Business Planning,142300
General Manager,Business Planning,159400
Incident Handler,Business Planning,84800
Incident Specialist,Business Planning,113780
Lean Consultant,Business Planning,102460
Manager,Business Planning,169000
Marketing and Business Development Manager,Business Planning,152000
Materials Planner,Business Planning,55580
Merchandise Assistant,Business Planning,54460
Merchandise Controller,Business Planning,50180
Merchandise Planner,Business Planning,54700
Operations Analyst,Business Planning,119900
Operations Manager,Business Planning,129000
Operations Research Analyst,Business Planning,79360
Planning and Reporting Manager,Business Planning,137400
Planning Director,Business Planning,172200
Project Administrator,Business Planning,83640
Project Manager,Business Planning,136100
Project Planner,Business Planning,80920
Research Assistant,Business Planning,74060
Research Engineer,Business Planning,82720
Research Officer,Business Planning,61840
Risk Management Specialist,Business Planning,125100
Scholarship Coordinator,Business Planning,64180
Store Planner,Business Planning,61840
Strategy Director,Business Planning,180300
Top Research and Development Executive,Business Planning,187500
Activity Assistant,Care Giving and Child Care,35300
Advice Worker,Care Giving and Child Care,43080
Care Manager,Care Giving and Child Care,129000
Care Worker,Care Giving and Child Care,34120
Child Care Assistant Director,Care Giving and Child Care,95860
Child Care Specialist,Care Giving and Child Care,148300
Child Care Teacher,Care Giving and Child Care,41820
Child Development Center Assistant,Care Giving and Child Care,62420
Child Development Specialist,Care Giving and Child Care,146200
Child Life Specialist,Care Giving and Child Care,142300
Child Protection Officer,Care Giving and Child Care,47180
Child Psychotherapist,Care Giving and Child Care,159100
Child Support Officer,Care Giving and Child Care,41480
Clinical Care Coordinator,Care Giving and Child Care,46400
Clinical Officer,Care Giving and Child Care,43340
Custodian,Care Giving and Child Care,71020
Day Care Director,Care Giving and Child Care,176800
Elderly Care Giver,Care Giving and Child Care,36800
Group Home Manager,Care Giving and Child Care,172400
Kids Activity Assistant,Care Giving and Child Care,33960
Live In Carer,Care Giving and Child Care,43360
Nanny,Care Giving and Child Care,43080
Nursery Nurse,Care Giving and Child Care,45200
Nursery Teacher,Care Giving and Child Care,42040
Nursing Home Administrator,Care Giving and Child Care,58280
Personal Assistant,Care Giving and Child Care,33520
Physical Health and Wellness Specialist,Care Giving and Child Care,151800
Preschool Education Coordinator,Care Giving and Child Care,67360
Primary Therapist,Care Giving and Child Care,111920
Psychiatric Aide,Care Giving and Child Care,48300
Rehabilitation Counselor,Care Giving and Child Care,138800
Support Worker,Care Giving and Child Care,38180
Apartment Assistant Manager,Cleaning and Housekeeping,43360
Assistant Director of Housekeeping,Cleaning and Housekeeping,45200
Assistant Housekeeping Manager,Cleaning and Housekeeping,42320
Cleaner,Cleaning and Housekeeping,30700
Cleaning and Housekeeping Manager,Cleaning and Housekeeping,57860
Domestic Housekeeper,Cleaning and Housekeeping,28720
Executive Housekeeper,Cleaning and Housekeeping,31520
Groundskeeper,Cleaning and Housekeeping,29600
Head of Housekeeping,Cleaning and Housekeeping,45260
Housekeeper,Cleaning and Housekeeping,29640
Housekeeping Supervisor,Cleaning and Housekeeping,39080
Laundry Worker,Cleaning and Housekeeping,26500
Resident Manager,Cleaning and Housekeeping,50620
Sanitation Worker,Cleaning and Housekeeping,28180
Adjudicator,Construction / Building / Installation,40640
Assembler,Construction / Building / Installation,32960
Boat Builder and Shipwright,Construction / Building / Installation,49020
Bricklayer,Construction / Building / Installation,28660
Building Administrator,Construction / Building / Installation,44180
Building Contracts Manager,Construction / Building / Installation,148300
Building Inspector,Construction / Building / Installation,41560
Building Monitor,Construction / Building / Installation,31180
Building Sales Manager,Construction / Building / Installation,134600
Cabinetmaker,Construction / Building / Installation,35260
Carpenter,Construction / Building / Installation,40420
Civil Engineer,Construction / Building / Installation,92680
Civil Technician,Construction / Building / Installation,48760
Concreter,Construction / Building / Installation,31180
Construction and Building Inspector,Construction / Building / Installation,38340
Construction and Maintenance Manager,Construction / Building / Installation,77860
Construction Assistant,Construction / Building / Installation,40560
Construction Coordinator,Construction / Building / Installation,56060
Construction Estimator,Construction / Building / Installation,64200
Construction Field Engineer,Construction / Building / Installation,87760
Construction General Manager,Construction / Building / Installation,183600
Construction Inventory Officer,Construction / Building / Installation,33520
Construction Manager,Construction / Building / Installation,183600
Construction Operations Manager,Construction / Building / Installation,159400
Construction Project Controls Manager,Construction / Building / Installation,128500
Construction Project Coordinator,Construction / Building / Installation,97900
Construction Project Engineer,Construction / Building / Installation,101840
Construction Project Manager,Construction / Building / Installation,169000
Construction Project Manager,Construction / Building / Installation,172200
Construction Project Planner,Construction / Building / Installation,98000
Construction Quality Control Manager,Construction / Building / Installation,134600
Construction Safety Officer,Construction / Building / Installation,61780
Construction Superintendent,Construction / Building / Installation,61460
Construction Supervisor,Construction / Building / Installation,88300
Construction Technical Assistant,Construction / Building / Installation,34960
Construction Technical Officer,Construction / Building / Installation,43340
Construction Technical Writer,Construction / Building / Installation,38680
Construction Technician,Construction / Building / Installation,33980
Construction Worker,Construction / Building / Installation,29640
Crane and Tower Operator,Construction / Building / Installation,34240
Crane Operator,Construction / Building / Installation,35500
Diesel Mechanic,Construction / Building / Installation,31380
Draughtsman,Construction / Building / Installation,27480
Drywall Installer,Construction / Building / Installation,34360
Electrical Draftsman,Construction / Building / Installation,35560
Electrical Engineering Supervisor,Construction / Building / Installation,110340
Electrical Engineering Technician,Construction / Building / Installation,42040
Electrical Supervisor,Construction / Building / Installation,69180
Electrician,Construction / Building / Installation,49200
Elevator Installer and Repairer,Construction / Building / Installation,46280
Engineer,Construction / Building / Installation,95860
Excavator Operator,Construction / Building / Installation,33440
Field Inspector,Construction / Building / Installation,56640
Floor Finisher,Construction / Building / Installation,37740
Floor Manager,Construction / Building / Installation,53600
Foreman,Construction / Building / Installation,29040
Frame and Truss Detailer,Construction / Building / Installation,31040
Furniture Finisher,Construction / Building / Installation,34480
Gas Technician ,Construction / Building / Installation,31520
Handyman,Construction / Building / Installation,31400
Health and Safety Coordinator,Construction / Building / Installation,42460
Health and Safety Officer,Construction / Building / Installation,45580
Installation Manager,Construction / Building / Installation,115520
Installer,Construction / Building / Installation,31540
Insulation Installer,Construction / Building / Installation,34080
Labourer,Construction / Building / Installation,29040
Land Surveyor,Construction / Building / Installation,44300
Lift Technician,Construction / Building / Installation,35560
Maintenance Foreman,Construction / Building / Installation,31380
Material Tester,Construction / Building / Installation,45720
Model Maker,Construction / Building / Installation,49020
Order Picker,Construction / Building / Installation,29640
Painter,Construction / Building / Installation,34980
Pipe Layer,Construction / Building / Installation,27620
Pipe Welder,Construction / Building / Installation,29840
Pipefitter,Construction / Building / Installation,26780
Plumber,Construction / Building / Installation,35300
Property Coordinator,Construction / Building / Installation,79260
Purchasing Manager,Construction / Building / Installation,112620
Quantity Estimator,Construction / Building / Installation,60180
Quantity Surveyor,Construction / Building / Installation,66000
Roof Slater and Tiler,Construction / Building / Installation,29320
